acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
-0.02,0.58,-0.82,-1.65,1.43,-1.17,45.84,493.36,-1409.24,143693211.0,gyro,
-0.02,0.58,-0.82,-1.59,1.46,-1.02,45.84,493.36,-1409.24,143697553.0,gyro,
-0.02,0.58,-0.82,-1.57,1.53,-1.04,49.36,486.26,-1409.24,143703401.0,gyro,
-0.02,0.58,-0.82,-1.89,1.5,-1.1,49.36,486.26,-1409.24,143707276.0,gyro,
-0.02,0.58,-0.82,-1.89,1.45,-1.21,66.99,479.16,-1395.56,143713581.0,gyro,
-0.02,0.58,-0.82,-1.54,1.5,-1.13,66.99,479.16,-1395.56,143717458.0,gyro,
-0.02,0.58,-0.82,-1.59,1.5,-1.1,54.65,488.03,-1404.11,143723307.0,gyro,
-0.02,0.58,-0.81,-1.85,1.48,-1.07,54.65,488.03,-1404.11,143727181.0,gyro,
-0.02,0.58,-0.82,-1.57,1.48,-1.17,54.65,484.48,-1410.95,143733483.0,gyro,
-0.02,0.58,-0.82,-1.39,1.48,-1.19,54.65,484.48,-1410.95,143737359.0,gyro,
-0.02,0.58,-0.82,-1.85,1.46,-1.17,44.07,480.94,-1397.27,143743202.0,gyro,
-0.02,0.58,-0.81,-1.94,1.43,-1.19,44.07,480.94,-1397.27,143747065.0,gyro,
-0.02,0.58,-0.82,-1.48,1.45,-1.14,51.13,491.58,-1407.53,143753364.0,gyro,
-0.02,0.58,-0.82,-1.43,1.48,-1.07,51.13,491.58,-1407.53,143757243.0,gyro,
-0.02,0.58,-0.81,-1.98,1.36,-1.05,44.07,484.48,-1410.95,143763083.0,gyro,
-0.02,0.58,-0.81,-1.94,1.51,-1.01,44.07,484.48,-1410.95,143767402.0,gyro,
-0.02,0.58,-0.82,-1.39,1.57,-1.04,49.36,475.61,-1416.08,143773246.0,gyro,
-0.02,0.58,-0.82,-1.45,1.51,-1.08,49.36,475.61,-1416.08,143777119.0,gyro,
-0.02,0.58,-0.82,-1.89,1.43,-1.14,49.36,482.71,-1398.98,143783421.0,gyro,
-0.02,0.58,-0.81,-1.75,1.53,-1.17,49.36,482.71,-1398.98,143787309.0,gyro,
-0.02,0.58,-0.82,-1.45,1.57,-1.17,40.55,488.03,-1393.85,143793162.0,gyro,
-0.02,0.58,-0.81,-1.68,1.46,-1.13,40.55,488.03,-1393.85,143797039.0,gyro,
-0.02,0.58,-0.82,-1.85,1.4,-1.07,68.76,480.94,-1400.69,143803343.0,gyro,
-0.02,0.58,-0.82,-1.51,1.51,-1.1,68.76,480.94,-1400.69,143807230.0,gyro,
-0.02,0.58,-0.82,-1.27,1.51,-1.1,51.13,488.03,-1414.37,143813079.0,gyro,
-0.02,0.58,-0.82,-1.71,1.6,-1.14,51.13,488.03,-1414.37,143817419.0,gyro,
-0.02,0.58,-0.82,-1.95,1.56,-1.24,74.04,486.26,-1398.98,143823265.0,gyro,
-0.02,0.58,-0.82,-1.72,1.53,-1.1,74.04,486.26,-1398.98,143827142.0,gyro,
-0.02,0.58,-0.82,-1.46,1.53,-1.17,58.18,473.84,-1407.53,143833438.0,gyro,
-0.02,0.58,-0.82,-1.63,1.5,-1.14,58.18,473.84,-1407.53,143837330.0,gyro,
-0.02,0.58,-0.82,-1.74,1.48,-1.13,54.65,480.94,-1407.53,143843171.0,gyro,
-0.02,0.57,-0.81,-1.5,1.51,-1.08,54.65,480.94,-1407.53,143847049.0,gyro,
-0.02,0.57,-0.82,-1.5,1.48,-1.13,52.89,486.26,-1402.4,143853349.0,gyro,
-0.02,0.58,-0.82,-1.68,1.48,-1.13,52.89,486.26,-1402.4,143857238.0,gyro,
-0.02,0.58,-0.82,-1.6,1.5,-1.11,56.41,479.16,-1402.4,143863086.0,gyro,
-0.02,0.58,-0.82,-1.54,1.48,-1.1,56.41,479.16,-1402.4,143866958.0,gyro,
-0.02,0.58,-0.82,-1.8,1.54,-1.11,61.7,480.94,-1410.95,143873257.0,gyro,
-0.02,0.58,-0.82,-1.82,1.51,-1.1,61.7,480.94,-1410.95,143877123.0,gyro,
-0.02,0.58,-0.82,-1.75,1.54,-1.1,59.94,500.46,-1405.82,143882976.0,gyro,
-0.02,0.58,-0.82,-1.63,1.56,-1.1,59.94,500.46,-1405.82,143887307.0,gyro,
-0.02,0.57,-0.82,-1.68,1.5,-1.13,37.02,484.48,-1410.95,143893144.0,gyro,
-0.02,0.58,-0.82,-1.8,1.42,-1.16,37.02,484.48,-1410.95,143897028.0,gyro,
-0.02,0.58,-0.82,-1.83,1.5,-1.22,47.6,484.48,-1407.53,143903338.0,gyro,
-0.02,0.57,-0.81,-1.75,1.5,-1.13,47.6,484.48,-1407.53,143907217.0,gyro,
-0.02,0.58,-0.81,-1.63,1.57,-1.1,49.36,482.71,-1398.98,143913075.0,gyro,
-0.02,0.58,-0.82,-1.57,1.59,-1.07,49.36,482.71,-1398.98,143916963.0,gyro,
-0.02,0.58,-0.82,-1.63,1.43,-1.08,58.18,480.94,-1410.95,143923253.0,gyro,
-0.02,0.58,-0.82,-1.77,1.4,-1.1,58.18,480.94,-1410.95,143927129.0,gyro,
-0.02,0.58,-0.82,-1.79,1.5,-1.13,47.6,470.29,-1414.37,143932975.0,gyro,
-0.02,0.58,-0.82,-1.6,1.48,-1.19,47.6,470.29,-1414.37,143937305.0,gyro,
-0.02,0.58,-0.82,-1.45,1.48,-1.16,49.36,489.81,-1405.82,143943139.0,gyro,
-0.02,0.58,-0.82,-1.6,1.42,-1.13,49.36,489.81,-1405.82,143947019.0,gyro,
-0.02,0.58,-0.82,-1.62,1.45,-1.17,66.99,479.16,-1398.98,143953321.0,gyro,
-0.02,0.58,-0.82,-1.65,1.56,-1.19,66.99,479.16,-1398.98,143957192.0,gyro,
-0.02,0.58,-0.81,-1.75,1.48,-1.11,42.31,493.36,-1398.98,143963035.0,gyro,
-0.02,0.58,-0.82,-1.68,1.5,-1.08,42.31,493.36,-1398.98,143966910.0,gyro,
-0.02,0.58,-0.82,-1.56,1.53,-1.1,70.52,475.61,-1402.4,143973208.0,gyro,
-0.02,0.58,-0.82,-1.59,1.46,-1.14,70.52,475.61,-1402.4,143977078.0,gyro,
-0.02,0.58,-0.82,-1.68,1.59,-1.13,61.7,477.39,-1414.37,143982933.0,gyro,
-0.02,0.57,-0.81,-1.71,1.48,-1.11,61.7,477.39,-1414.37,143986804.0,gyro,
-0.02,0.58,-0.82,-1.6,1.46,-1.17,65.23,488.03,-1393.85,143993103.0,gyro,
-0.02,0.58,-0.82,-1.57,1.53,-1.17,65.23,488.03,-1393.85,143996973.0,gyro,
-0.02,0.58,-0.82,-1.62,1.45,-1.04,56.41,493.36,-1398.98,144003256.0,gyro,
-0.02,0.58,-0.82,-1.82,1.42,-1.1,56.41,493.36,-1398.98,144007139.0,gyro,
-0.02,0.58,-0.82,-1.77,1.42,-1.08,47.6,473.84,-1404.11,144012991.0,gyro,
